14:42:51 - Buffer: lvp | interpreted_ar: مرح | back_to_en: lvp
16:29:44 - Buffer: caclula | interpreted_ar: ؤشؤمعمش | back_to_en: caclula
16:29:44 - Buffer: caclula | interpreted_ar: ؤشؤمعمش | back_to_en: caclula
16:29:44 - Buffer: caclulat | interpreted_ar: ؤشؤمعمشف | back_to_en: caclulat
16:29:44 - Buffer: caclulati | interpreted_ar: ؤشؤمعمشفه | back_to_en: caclulati
16:29:45 - Buffer: caclulatio | interpreted_ar: ؤشؤمعمشفهخ | back_to_en: caclulatio
16:29:45 - Buffer: caclulatio | interpreted_ar: ؤشؤمعمشفهخ | back_to_en: caclulatio
16:29:45 - Buffer: caclulatio | interpreted_ar: ؤشؤمعمشفهخ | back_to_en: caclulatio
16:29:45 - Buffer: caclulation | interpreted_ar: ؤشؤمعمشفهخى | back_to_en: caclulation
16:29:45 - Buffer: caclulation | interpreted_ar: ؤشؤمعمشفهخى | back_to_en: caclulation
16:29:46 - Buffer: sho | interpreted_ar: ساخ | back_to_en: sho
16:29:46 - Buffer: shou | interpreted_ar: ساخع | back_to_en: shou
16:29:46 - Buffer: shoul | interpreted_ar: ساخعم | back_to_en: shoul
16:29:46 - Buffer: should | interpreted_ar: ساخعمي | back_to_en: should
16:29:46 - Buffer: should | interpreted_ar: ساخعمي | back_to_en: should
16:29:46 - Buffer: should | interpreted_ar: ساخعمي | back_to_en: should
16:29:46 - Buffer: should | interpreted_ar: ساخعمي | back_to_en: should
16:29:51 - Buffer: how | interpreted_ar: اخص | back_to_en: how
16:29:51 - Buffer: how | interpreted_ar: اخص | back_to_en: how
16:29:51 - Buffer: how | interpreted_ar: اخص | back_to_en: how
16:29:51 - Buffer: ste | interpreted_ar: سفث | back_to_en: ste
16:29:51 - Buffer: ste | interpreted_ar: سفث | back_to_en: ste
16:29:51 - Buffer: ste | interpreted_ar: سفث | back_to_en: ste
16:29:52 - Buffer: step | interpreted_ar: سفثح | back_to_en: step
16:29:53 - Buffer: ste | interpreted_ar: سفث | back_to_en: ste
16:29:54 - Buffer: step | interpreted_ar: سفثح | back_to_en: step
16:29:54 - Buffer: and | interpreted_ar: شىي | back_to_en: and
16:29:54 - Buffer: and | interpreted_ar: شىي | back_to_en: and
16:29:54 - Buffer: and | interpreted_ar: شىي | back_to_en: and
16:29:55 - Buffer: thi | interpreted_ar: فاه | back_to_en: thi
16:29:55 - Buffer: thi | interpreted_ar: فاه | back_to_en: thi
16:29:55 - Buffer: thi | interpreted_ar: فاه | back_to_en: thi
16:29:55 - Buffer: this | interpreted_ar: فاهس | back_to_en: this
16:29:55 - Buffer: this | interpreted_ar: فاهس | back_to_en: this
16:29:56 - Buffer: the | interpreted_ar: فاث | back_to_en: the
16:29:57 - Buffer: tas | interpreted_ar: فشس | back_to_en: tas
16:29:57 - Buffer: tas | interpreted_ar: فشس | back_to_en: tas
16:29:57 - Buffer: task | interpreted_ar: فشسن | back_to_en: task
16:29:58 - Buffer: han | interpreted_ar: اشى | back_to_en: han
16:29:59 - Buffer: hand | interpreted_ar: اشىي | back_to_en: hand
16:33:28 - Buffer: now | interpreted_ar: ىخص | back_to_en: now
16:33:28 - Buffer: now | interpreted_ar: ىخص | back_to_en: now
16:33:31 - Buffer: wis | interpreted_ar: صهس | back_to_en: wis
16:33:51 - Buffer: phy | interpreted_ar: حاغ | back_to_en: phy
16:33:51 - Buffer: phy | interpreted_ar: حاغ | back_to_en: phy
16:33:51 - Buffer: phy | interpreted_ar: حاغ | back_to_en: phy
16:33:51 - Buffer: phys | interpreted_ar: حاغس | back_to_en: phys
16:33:51 - Buffer: phys | interpreted_ar: حاغس | back_to_en: phys
16:33:52 - Buffer: physi | interpreted_ar: حاغسه | back_to_en: physi
16:33:52 - Buffer: physic | interpreted_ar: حاغسهؤ | back_to_en: physic
16:33:52 - Buffer: physic | interpreted_ar: حاغسهؤ | back_to_en: physic
16:33:52 - Buffer: physica | interpreted_ar: حاغسهؤش | back_to_en: physica
16:33:52 - Buffer: physica | interpreted_ar: حاغسهؤش | back_to_en: physica
16:33:52 - Buffer: physical | interpreted_ar: حاغسهؤشم | back_to_en: physical
16:33:53 - Buffer: che | interpreted_ar: ؤاث | back_to_en: che
16:33:53 - Buffer: chem | interpreted_ar: ؤاثة | back_to_en: chem
16:33:54 - Buffer: nex | interpreted_ar: ىثء | back_to_en: nex
16:33:54 - Buffer: nex | interpreted_ar: ىثء | back_to_en: nex
16:33:54 - Buffer: nex | interpreted_ar: ىثء | back_to_en: nex
16:33:54 - Buffer: next | interpreted_ar: ىثءف | back_to_en: next
16:33:55 - Buffer: lab | interpreted_ar: مشلا | back_to_en: lab
16:33:55 - Buffer: lab | interpreted_ar: مشلا | back_to_en: lab
16:33:55 - Buffer: lab | interpreted_ar: مشلا | back_to_en: lab
16:33:56 - Buffer: rep | interpreted_ar: قثح | back_to_en: rep
16:33:56 - Buffer: repo | interpreted_ar: قثحخ | back_to_en: repo
16:33:56 - Buffer: repor | interpreted_ar: قثحخق | back_to_en: repor
16:33:56 - Buffer: report | interpreted_ar: قثحخقف | back_to_en: report
16:33:56 - Buffer: report | interpreted_ar: قثحخقف | back_to_en: report
16:33:57 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
16:33:57 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
16:33:57 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
16:33:57 - Buffer: abou | interpreted_ar: شلاخع | back_to_en: abou
16:33:57 - Buffer: abou | interpreted_ar: شلاخع | back_to_en: abou
16:33:57 - Buffer: abou | interpreted_ar: شلاخع | back_to_en: abou
16:33:58 - Buffer: about | interpreted_ar: شلاخعف | back_to_en: about
16:33:58 - Buffer: about | interpreted_ar: شلاخعف | back_to_en: about
16:33:58 - Buffer: ele | interpreted_ar: ثمث | back_to_en: ele
16:33:58 - Buffer: elec | interpreted_ar: ثمثؤ | back_to_en: elec
16:33:59 - Buffer: elect | interpreted_ar: ثمثؤف | back_to_en: elect
16:33:59 - Buffer: elect | interpreted_ar: ثمثؤف | back_to_en: elect
16:33:59 - Buffer: electr | interpreted_ar: ثمثؤفق | back_to_en: electr
16:33:59 - Buffer: electr | interpreted_ar: ثمثؤفق | back_to_en: electr
16:33:59 - Buffer: electro | interpreted_ar: ثمثؤفقخ | back_to_en: electro
16:33:59 - Buffer: electroc | interpreted_ar: ثمثؤفقخؤ | back_to_en: electroc
16:33:59 - Buffer: electroc | interpreted_ar: ثمثؤفقخؤ | back_to_en: electroc
16:34:00 - Buffer: electroch | interpreted_ar: ثمثؤفقخؤا | back_to_en: electroch
16:34:00 - Buffer: electroch | interpreted_ar: ثمثؤفقخؤا | back_to_en: electroch
16:34:00 - Buffer: electroche | interpreted_ar: ثمثؤفقخؤاث | back_to_en: electroche
16:34:00 - Buffer: electroche | interpreted_ar: ثمثؤفقخؤاث | back_to_en: electroche
16:34:00 - Buffer: electrochem | interpreted_ar: ثمثؤفقخؤاثة | back_to_en: electrochem
16:34:00 - Buffer: lectrochemi | interpreted_ar: مثؤفقخؤاثةه | back_to_en: lectrochemi
16:34:00 - Buffer: lectrochemi | interpreted_ar: مثؤفقخؤاثةه | back_to_en: lectrochemi
16:34:00 - Buffer: ectrochemis | interpreted_ar: ثؤفقخؤاثةهس | back_to_en: ectrochemis
16:34:00 - Buffer: ectrochemis | interpreted_ar: ثؤفقخؤاثةهس | back_to_en: ectrochemis
16:34:00 - Buffer: ctrochemist | interpreted_ar: ؤفقخؤاثةهسف | back_to_en: ctrochemist
16:34:00 - Buffer: ctrochemist | interpreted_ar: ؤفقخؤاثةهسف | back_to_en: ctrochemist
16:34:01 - Buffer: trochemistr | interpreted_ar: فقخؤاثةهسفق | back_to_en: trochemistr
16:34:01 - Buffer: rochemistry | interpreted_ar: قخؤاثةهسفقغ | back_to_en: rochemistry
16:34:03 - Buffer: far | interpreted_ar: بشق | back_to_en: far
16:34:03 - Buffer: fara | interpreted_ar: بشقش | back_to_en: fara
16:34:03 - Buffer: farad | interpreted_ar: بشقشي | back_to_en: farad
16:34:03 - Buffer: farad | interpreted_ar: بشقشي | back_to_en: farad
16:34:03 - Buffer: farad | interpreted_ar: بشقشي | back_to_en: farad
16:34:04 - Buffer: farada | interpreted_ar: بشقشيش | back_to_en: farada
16:34:04 - Buffer: faraday | interpreted_ar: بشقشيشغ | back_to_en: faraday
16:34:04 - Buffer: faraday | interpreted_ar: بشقشيشغ | back_to_en: faraday
16:34:06 - Buffer: con | interpreted_ar: ؤخى | back_to_en: con
16:34:06 - Buffer: cons | interpreted_ar: ؤخىس | back_to_en: cons
16:34:06 - Buffer: cons | interpreted_ar: ؤخىس | back_to_en: cons
16:34:06 - Buffer: const | interpreted_ar: ؤخىسف | back_to_en: const
16:34:06 - Buffer: const | interpreted_ar: ؤخىسف | back_to_en: const
16:34:06 - Buffer: const | interpreted_ar: ؤخىسف | back_to_en: const
16:36:47 - Buffer: the | interpreted_ar: فاث | back_to_en: the
16:36:47 - Buffer: theo | interpreted_ar: فاثخ | back_to_en: theo
16:36:47 - Buffer: theor | interpreted_ar: فاثخق | back_to_en: theor
16:36:48 - Buffer: theort | interpreted_ar: فاثخقف | back_to_en: theort
16:36:48 - Buffer: theort | interpreted_ar: فاثخقف | back_to_en: theort
16:36:48 - Buffer: theorti | interpreted_ar: فاثخقفه | back_to_en: theorti
16:36:48 - Buffer: theorti | interpreted_ar: فاثخقفه | back_to_en: theorti
16:36:48 - Buffer: theortic | interpreted_ar: فاثخقفهؤ | back_to_en: theortic
16:36:48 - Buffer: theortic | interpreted_ar: فاثخقفهؤ | back_to_en: theortic
16:36:48 - Buffer: theortic | interpreted_ar: فاثخقفهؤ | back_to_en: theortic
16:36:48 - Buffer: theortica | interpreted_ar: فاثخقفهؤش | back_to_en: theortica
16:36:48 - Buffer: theortica | interpreted_ar: فاثخقفهؤش | back_to_en: theortica
16:36:48 - Buffer: theortical | interpreted_ar: فاثخقفهؤشم | back_to_en: theortical
16:36:48 - Buffer: theortical | interpreted_ar: فاثخقفهؤشم | back_to_en: theortical
16:36:53 - Buffer: aim | interpreted_ar: شهة | back_to_en: aim
16:36:55 - Buffer: exp | interpreted_ar: ثءح | back_to_en: exp
16:36:55 - Buffer: exp | interpreted_ar: ثءح | back_to_en: exp
16:36:55 - Buffer: expe | interpreted_ar: ثءحث | back_to_en: expe
16:36:55 - Buffer: expe | interpreted_ar: ثءحث | back_to_en: expe
16:36:56 - Buffer: exper | interpreted_ar: ثءحثق | back_to_en: exper
16:36:56 - Buffer: experi | interpreted_ar: ثءحثقه | back_to_en: experi
16:36:56 - Buffer: experim | interpreted_ar: ثءحثقهة | back_to_en: experim
16:36:56 - Buffer: experim | interpreted_ar: ثءحثقهة | back_to_en: experim
16:36:56 - Buffer: experime | interpreted_ar: ثءحثقهةث | back_to_en: experime
16:36:56 - Buffer: experime | interpreted_ar: ثءحثقهةث | back_to_en: experime
16:36:56 - Buffer: experime | interpreted_ar: ثءحثقهةث | back_to_en: experime
16:36:56 - Buffer: experimen | interpreted_ar: ثءحثقهةثى | back_to_en: experimen
16:36:56 - Buffer: experiment | interpreted_ar: ثءحثقهةثىف | back_to_en: experiment
16:36:56 - Buffer: experiment | interpreted_ar: ثءحثقهةثىف | back_to_en: experiment
16:36:57 - Buffer: experiment: | interpreted_ar: ثءحثقهةثىف: | back_to_en: experiment:
16:36:57 - Buffer: experiment: | interpreted_ar: ثءحثقهةثىف: | back_to_en: experiment:
16:36:57 - Buffer: experiment: | interpreted_ar: ثءحثقهةثىف: | back_to_en: experiment:
17:12:50 - Buffer: pso | interpreted_ar: حسخ | back_to_en: pso
17:12:51 - Buffer: psot | interpreted_ar: حسخف | back_to_en: psot
17:12:51 - Buffer: psot | interpreted_ar: حسخف | back_to_en: psot
17:12:51 - Buffer: psot | interpreted_ar: حسخف | back_to_en: psot
17:12:54 - Buffer: ost | interpreted_ar: خسف | back_to_en: ost
17:12:54 - Buffer: ost | interpreted_ar: خسف | back_to_en: ost
17:15:06 - Buffer: atm | interpreted_ar: شفة | back_to_en: atm
17:15:06 - Buffer: atm | interpreted_ar: شفة | back_to_en: atm
17:15:06 - Buffer: atm | interpreted_ar: شفة | back_to_en: atm
17:16:14 - Buffer: the | interpreted_ar: فاث | back_to_en: the
17:16:15 - Buffer: pre | interpreted_ar: حقث | back_to_en: pre
17:16:15 - Buffer: pres | interpreted_ar: حقثس | back_to_en: pres
17:16:15 - Buffer: pres | interpreted_ar: حقثس | back_to_en: pres
17:16:16 - Buffer: press | interpreted_ar: حقثسس | back_to_en: press
17:16:16 - Buffer: press | interpreted_ar: حقثسس | back_to_en: press
17:16:16 - Buffer: press | interpreted_ar: حقثسس | back_to_en: press
17:16:16 - Buffer: press | interpreted_ar: حقثسس | back_to_en: press
17:16:16 - Buffer: pressu | interpreted_ar: حقثسسع | back_to_en: pressu
17:16:16 - Buffer: pressu | interpreted_ar: حقثسسع | back_to_en: pressu
17:16:16 - Buffer: pressur | interpreted_ar: حقثسسعق | back_to_en: pressur
17:16:17 - Buffer: pressure | interpreted_ar: حقثسسعقث | back_to_en: pressure
17:16:18 - Buffer: was | interpreted_ar: صشس | back_to_en: was
17:16:18 - Buffer: was | interpreted_ar: صشس | back_to_en: was
17:16:20 - Buffer: mmh | interpreted_ar: ةةا | back_to_en: mmh
17:16:20 - TRIGGERED: Arabic in English mode (No English vowels detected)
17:16:20 - TRIGGERED: Arabic in English mode
17:16:21 - Buffer: mmhg | interpreted_ar: ةةال | back_to_en: mmhg
17:16:23 - Buffer: not | interpreted_ar: ىخف | back_to_en: not
17:16:23 - Buffer: not | interpreted_ar: ىخف | back_to_en: not
17:16:28 - Buffer: mmh | interpreted_ar: ةةا | back_to_en: mmh
17:16:28 - TRIGGERED: Arabic in English mode
17:16:28 - TRIGGERED: Arabic in English mode (No English vowels detected)
17:16:28 - Buffer: mmhg | interpreted_ar: ةةال | back_to_en: mmhg
17:16:28 - Buffer: mmhg | interpreted_ar: ةةال | back_to_en: mmhg
17:22:17 - Buffer:  | interpreted_ar:  | back_to_en: 
17:22:17 - Buffer:  | interpreted_ar:  | back_to_en: 
17:33:36 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:33:36 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:33:36 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:33:37 - Buffer: eve | interpreted_ar: ثرث | back_to_en: eve
17:33:37 - Buffer: eve | interpreted_ar: ثرث | back_to_en: eve
17:33:37 - Buffer: eve | interpreted_ar: ثرث | back_to_en: eve
17:33:37 - Buffer: eve | interpreted_ar: ثرث | back_to_en: eve
17:33:37 - Buffer: ever | interpreted_ar: ثرثق | back_to_en: ever
17:33:37 - Buffer: ever | interpreted_ar: ثرثق | back_to_en: ever
17:33:37 - Buffer: every | interpreted_ar: ثرثقغ | back_to_en: every
17:33:37 - Buffer: everyt | interpreted_ar: ثرثقغف | back_to_en: everyt
17:33:37 - Buffer: everyth | interpreted_ar: ثرثقغفا | back_to_en: everyth
17:33:37 - Buffer: everyth | interpreted_ar: ثرثقغفا | back_to_en: everyth
17:33:37 - Buffer: everyth | interpreted_ar: ثرثقغفا | back_to_en: everyth
17:33:38 - Buffer: everythi | interpreted_ar: ثرثقغفاه | back_to_en: everythi
17:33:38 - Buffer: everythi | interpreted_ar: ثرثقغفاه | back_to_en: everythi
17:33:38 - Buffer: everythi | interpreted_ar: ثرثقغفاه | back_to_en: everythi
17:33:38 - Buffer: everythi | interpreted_ar: ثرثقغفاه | back_to_en: everythi
17:33:38 - Buffer: everythin | interpreted_ar: ثرثقغفاهى | back_to_en: everythin
17:33:38 - Buffer: everythin | interpreted_ar: ثرثقغفاهى | back_to_en: everythin
17:33:38 - Buffer: everythin | interpreted_ar: ثرثقغفاهى | back_to_en: everythin
17:33:38 - Buffer: everything | interpreted_ar: ثرثقغفاهىل | back_to_en: everything
17:33:38 - Buffer: everything | interpreted_ar: ثرثقغفاهىل | back_to_en: everything
17:33:43 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
17:33:43 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
17:33:43 - Buffer: abo | interpreted_ar: شلاخ | back_to_en: abo
17:33:43 - Buffer: abou | interpreted_ar: شلاخع | back_to_en: abou
17:33:43 - Buffer: abou | interpreted_ar: شلاخع | back_to_en: abou
17:33:43 - Buffer: about | interpreted_ar: شلاخعف | back_to_en: about
17:33:44 - Buffer: fro | interpreted_ar: بقخ | back_to_en: fro
17:33:44 - Buffer: fro | interpreted_ar: بقخ | back_to_en: fro
17:33:44 - Buffer: fro | interpreted_ar: بقخ | back_to_en: fro
17:33:44 - Buffer: from | interpreted_ar: بقخة | back_to_en: from
17:33:44 - Buffer: from | interpreted_ar: بقخة | back_to_en: from
17:33:44 - Buffer: from | interpreted_ar: بقخة | back_to_en: from
17:33:45 - Buffer: his | interpreted_ar: اهس | back_to_en: his
17:33:45 - Buffer: his | interpreted_ar: اهس | back_to_en: his
17:33:45 - Buffer: hist | interpreted_ar: اهسف | back_to_en: hist
17:33:45 - Buffer: hist | interpreted_ar: اهسف | back_to_en: hist
17:33:45 - Buffer: histo | interpreted_ar: اهسفخ | back_to_en: histo
17:33:45 - Buffer: histo | interpreted_ar: اهسفخ | back_to_en: histo
17:33:45 - Buffer: histor | interpreted_ar: اهسفخق | back_to_en: histor
17:33:45 - Buffer: histor | interpreted_ar: اهسفخق | back_to_en: histor
17:33:45 - Buffer: history | interpreted_ar: اهسفخقغ | back_to_en: history
17:33:45 - Buffer: history | interpreted_ar: اهسفخقغ | back_to_en: history
17:33:45 - Buffer: history | interpreted_ar: اهسفخقغ | back_to_en: history
17:33:45 - Buffer: history | interpreted_ar: اهسفخقغ | back_to_en: history
17:33:46 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:33:48 - Buffer: bac | interpreted_ar: لاشؤ | back_to_en: bac
17:33:48 - Buffer: back | interpreted_ar: لاشؤن | back_to_en: back
17:33:48 - Buffer: back | interpreted_ar: لاشؤن | back_to_en: back
17:33:48 - Buffer: back | interpreted_ar: لاشؤن | back_to_en: back
17:33:48 - Buffer: backg | interpreted_ar: لاشؤنل | back_to_en: backg
17:33:48 - Buffer: backg | interpreted_ar: لاشؤنل | back_to_en: backg
17:33:48 - Buffer: backg | interpreted_ar: لاشؤنل | back_to_en: backg
17:33:48 - Buffer: backgr | interpreted_ar: لاشؤنلق | back_to_en: backgr
17:33:48 - Buffer: backgr | interpreted_ar: لاشؤنلق | back_to_en: backgr
17:33:48 - Buffer: backgr | interpreted_ar: لاشؤنلق | back_to_en: backgr
17:33:48 - TRIGGERED: Arabic in English mode
17:33:49 - Buffer: backgro | interpreted_ar: لاشؤنلقخ | back_to_en: backgro
17:33:49 - Buffer: backgrou | interpreted_ar: لاشؤنلقخع | back_to_en: backgrou
17:33:49 - Buffer: backgrou | interpreted_ar: لاشؤنلقخع | back_to_en: backgrou
17:33:49 - Buffer: oun | interpreted_ar: خعى | back_to_en: oun
 | back_to_en: backgroun
17:33:49 - Buffer: ound | interpreted_ar: خعىي | back_to_en: ound
17:33:49 - Buffer: background | interpreted_ar: لاشؤنلقخعىي | back_to_en: background
17:33:49 - Buffer: background | interpreted_ar: لاشؤنلقخعىي | back_to_en: background
17:34:13 - Buffer: sto | interpreted_ar: سفخ | back_to_en: sto
17:34:13 - Buffer: sto | interpreted_ar: سفخ | back_to_en: sto
17:34:13 - Buffer: sto | interpreted_ar: سفخ | back_to_en: sto
17:34:13 - Buffer: stop | interpreted_ar: سفخح | back_to_en: stop
17:34:13 - Buffer: stop | interpreted_ar: سفخح | back_to_en: stop
17:34:13 - Buffer: stop | interpreted_ar: سفخح | back_to_en: stop
17:34:14 - Buffer: the | interpreted_ar: فاث | back_to_en: the
17:34:14 - Buffer: the | interpreted_ar: فاث | back_to_en: the
17:34:14 - Buffer: the | interpreted_ar: فاث | back_to_en: the
17:34:15 - Buffer: app | interpreted_ar: شحح | back_to_en: app
17:34:15 - Buffer: app | interpreted_ar: شحح | back_to_en: app
17:34:15 - Buffer: app | interpreted_ar: شحح | back_to_en: app
17:34:15 - Buffer: appl | interpreted_ar: شححم | back_to_en: appl
17:34:15 - Buffer: appl | interpreted_ar: شححم | back_to_en: appl
17:34:15 - Buffer: appl | interpreted_ar: شححم | back_to_en: appl
17:34:15 - Buffer: appli | interpreted_ar: شححمه | back_to_en: appli
17:34:15 - Buffer: appli | interpreted_ar: شححمه | back_to_en: appli
17:34:15 - Buffer: appli | interpreted_ar: شححمه | back_to_en: appli
17:34:15 - Buffer: applic | interpreted_ar: شححمهؤ | back_to_en: applic
17:34:15 - Buffer: applic | interpreted_ar: شححمهؤ | back_to_en: applic
17:34:16 - Buffer: applica | interpreted_ar: شححمهؤش | back_to_en: applica
17:34:16 - Buffer: applica | interpreted_ar: شححمهؤش | back_to_en: applica
17:34:16 - Buffer: applicat | interpreted_ar: شححمهؤشف | back_to_en: applicat
17:34:16 - Buffer: applicati | interpreted_ar: شححمهؤشفه | back_to_en: applicati
17:34:16 - Buffer: applicati | interpreted_ar: شححمهؤشفه | back_to_en: applicati
17:34:16 - Buffer: applicatio | interpreted_ar: شححمهؤشفهخ | back_to_en: applicatio
17:34:16 - Buffer: applicatio | interpreted_ar: شححمهؤشفهخ | back_to_en: applicatio
17:34:16 - Buffer: applicatio | interpreted_ar: شححمهؤشفهخ | back_to_en: applicatio
17:34:16 - Buffer: application | interpreted_ar: شححمهؤشفهخى | back_to_en: application
17:34:16 - Buffer: application | interpreted_ar: شححمهؤشفهخى | back_to_en: application
17:34:17 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:34:17 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:34:17 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:34:17 - Buffer: and | interpreted_ar: شىي | back_to_en: and
17:34:18 - Buffer: mak | interpreted_ar: ةشن | back_to_en: mak
17:34:18 - Buffer: mak | interpreted_ar: ةشن | back_to_en: mak
17:34:18 - Buffer: mak | interpreted_ar: ةشن | back_to_en: mak
17:34:18 - Buffer: mak | interpreted_ar: ةشن | back_to_en: mak
17:34:18 - Buffer: make | interpreted_ar: ةشنث | back_to_en: make
17:34:18 - Buffer: make | interpreted_ar: ةشنث | back_to_en: make
17:34:18 - Buffer: make | interpreted_ar: ةشنث | back_to_en: make
17:34:18 - Buffer: make | interpreted_ar: ةشنث | back_to_en: make
17:34:20 - Buffer: ico | interpreted_ar: هؤخ | back_to_en: ico
17:34:21 - Buffer: icon | interpreted_ar: هؤخى | back_to_en: icon
17:34:21 - Buffer: icon | interpreted_ar: هؤخى | back_to_en: icon
17:34:21 - Buffer: icon | interpreted_ar: هؤخى | back_to_en: icon
17:34:21 - Buffer: for | interpreted_ar: بخق | back_to_en: for
17:34:21 - Buffer: for | interpreted_ar: بخق | back_to_en: for
17:34:21 - Buffer: for | interpreted_ar: بخق | back_to_en: for
17:34:23 - Buffer: whe | interpreted_ar: صاث | back_to_en: whe
17:34:23 - Buffer: when | interpreted_ar: صاثى | back_to_en: when
17:34:23 - Buffer: when | interpreted_ar: صاثى | back_to_en: when
17:34:23 - Buffer: when | interpreted_ar: صاثى | back_to_en: when
17:34:24 - Buffer: wan | interpreted_ar: صشى | back_to_en: wan
17:34:24 - Buffer: want | interpreted_ar: صشىف | back_to_en: want
17:34:24 - Buffer: want | interpreted_ar: صشىف | back_to_en: want
17:34:24 - Buffer: want | interpreted_ar: صشىف | back_to_en: want
17:34:26 - Buffer: use | interpreted_ar: عسث | back_to_en: use
17:38:11 - Buffer: sys | interpreted_ar: سغس | back_to_en: sys
17:38:11 - Buffer: syst | interpreted_ar: سغسف | back_to_en: syst
17:38:11 - Buffer: syst | interpreted_ar: سغسف | back_to_en: syst
17:38:11 - Buffer: syste | interpreted_ar: سغسفث | back_to_en: syste
17:38:11 - Buffer: syste | interpreted_ar: سغسفث | back_to_en: syste
17:38:11 - Buffer: syste | interpreted_ar: سغسفث | back_to_en: syste
17:38:11 - Buffer: syste | interpreted_ar: سغسفث | back_to_en: syste
17:38:12 - Buffer: system | interpreted_ar: سغسفثة | back_to_en: system
17:38:12 - Buffer: systema | interpreted_ar: سغسفثةش | back_to_en: systema
17:38:12 - Buffer: systemat | interpreted_ar: سغسفثةشف | back_to_en: systemat
17:38:12 - Buffer: systemat | interpreted_ar: سغسفثةشف | back_to_en: systemat
17:38:12 - Buffer: systemat | interpreted_ar: سغسفثةشف | back_to_en: systemat
17:38:12 - Buffer: systemati | interpreted_ar: سغسفثةشفه | back_to_en: systemati
17:38:12 - Buffer: systematic | interpreted_ar: سغسفثةشفهؤ | back_to_en: systematic
17:38:33 - Buffer: gla | interpreted_ar: لمش | back_to_en: gla
17:38:33 - Buffer: glas | interpreted_ar: لمشس | back_to_en: glas
17:38:33 - Buffer: glas | interpreted_ar: لمشس | back_to_en: glas
17:38:33 - Buffer: glass | interpreted_ar: لمشسس | back_to_en: glass
17:38:33 - Buffer: glass | interpreted_ar: لمشسس | back_to_en: glass
17:38:33 - Buffer: glass | interpreted_ar: لمشسس | back_to_en: glass
17:38:34 - Buffer: glassw | interpreted_ar: لمشسسص | back_to_en: glassw
17:38:34 - Buffer: glasswa | interpreted_ar: لمشسسصش | back_to_en: glasswa
17:38:34 - Buffer: glasswa | interpreted_ar: لمشسسصش | back_to_en: glasswa
17:38:34 - Buffer: glasswa | interpreted_ar: لمشسسصش | back_to_en: glasswa
17:38:34 - Buffer: glasswar | interpreted_ar: لمشسسصشق | back_to_en: glasswar
17:38:34 - Buffer: glasswar | interpreted_ar: لمشسسصشق | back_to_en: glasswar
17:38:34 - Buffer: glassware | interpreted_ar: لمشسسصشقث | back_to_en: glassware
17:38:38 - Buffer: acc | interpreted_ar: شؤؤ | back_to_en: acc
17:38:38 - Buffer: accu | interpreted_ar: شؤؤع | back_to_en: accu
17:38:38 - Buffer: accu | interpreted_ar: شؤؤع | back_to_en: accu
17:38:38 - Buffer: accu | interpreted_ar: شؤؤع | back_to_en: accu
17:38:38 - Buffer: accur | interpreted_ar: شؤؤعق | back_to_en: accur
17:38:38 - Buffer: accur | interpreted_ar: شؤؤعق | back_to_en: accur
17:38:38 - Buffer: accura | interpreted_ar: شؤؤعقش | back_to_en: accura
17:38:38 - Buffer: accura | interpreted_ar: شؤؤعقش | back_to_en: accura
17:38:38 - Buffer: accura | interpreted_ar: شؤؤعقش | back_to_en: accura
17:38:38 - Buffer: accura | interpreted_ar: شؤؤعقش | back_to_en: accura
17:38:39 - Buffer: accurac | interpreted_ar: شؤؤعقشؤ | back_to_en: accurac
17:38:39 - Buffer: accurac | interpreted_ar: شؤؤعقشؤ | back_to_en: accurac
17:38:39 - Buffer: accurac | interpreted_ar: شؤؤعقشؤ | back_to_en: accurac
17:38:39 - Buffer: accuracy | interpreted_ar: شؤؤعقشؤغ | back_to_en: accuracy
17:38:39 - Buffer: accuracy | interpreted_ar: شؤؤعقشؤغ | back_to_en: accuracy
17:38:39 - Buffer: accuracy | interpreted_ar: شؤؤعقشؤغ | back_to_en: accuracy
17:38:39 - Buffer: err | interpreted_ar: ثقق | back_to_en: err
17:38:40 - Buffer: erro | interpreted_ar: ثققخ | back_to_en: erro
17:38:40 - Buffer: error | interpreted_ar: ثققخق | back_to_en: error
17:38:40 - Buffer: error | interpreted_ar: ثققخق | back_to_en: error
17:38:40 - Buffer: error | interpreted_ar: ثققخق | back_to_en: error
17:38:57 - Buffer: ing | interpreted_ar: هىل | back_to_en: ing
17:38:57 - Buffer: ing | interpreted_ar: هىل | back_to_en: ing
17:39:33 - Buffer: far | interpreted_ar: [شق | back_to_en: far
